event_id,event_recurring_id,event_name,event_subtitle,event_start_date,event_end_date,event_cost,event_location,event_address,event_city,event_state,event_zip,event_content,event_minutes_bit,event_agenda_bit,event_download_bit,event_hompage_bit,event_multi_bit,event_notify_bit,event_thumbnail_cmt_image_id,event_notify_date,event_date,event_user,event_live,,,,
16948,16922,ND-1 Overlay Zoning Amendment Applications Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,12:00.2,67,1,
16930,16922,ND-1 Overlay Zoning Amendment Applications Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,12:00.2,67,0,
17484,0,Planning & Public Safety Committee,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,06:47.3,199,0,,
17489,0,Planning & Public Safety Committee,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,06:47.3,199,1,,
17403,17144,Council Work Session,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,15:16.6,199,1,,
17176,17144,Council Work Session,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,15:16.6,199,0,,
17705,0,Greenspace Commission Committee Meeting,,00:00.0,00:00.0,,7th floor Phoenix Building,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,18:34.2,66,1,,
17694,0,Greenspace Commission Committee Meeting,,00:00.0,00:00.0,,7th floor Phoenix Building,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,18:34.2,66,0,,
17801,0,Keep Lexington Beautiful Commission Meeting,,30:00.0,30:00.0,Free,TBD,,,Kentucky,,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,53:26.9,132,0,,
18071,0,Keep Lexington Beautiful Commission Meeting,,30:00.0,30:00.0,Free,TBD,,,Kentucky,,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,53:26.9,132,1,,
17096,0,Corridors Commission,,00:00.0,00:00.0,,Keeneland,,Lexington,Kentucky,,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,17:22.1,176,0,,
17097,0,Corridors Commission,,00:00.0,00:00.0,,Keeneland,,Lexington,Kentucky,,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,17:22.1,176,1,,
17875,0,Council Meeting,,00:00.0,00:00.0,,Council Chamber,2nd floor,200 E Main St,Lexington,Kentucky,40507,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,50:44.2,274,0,
17890,0,Council Meeting,,00:00.0,00:00.0,,Council Chamber,2nd floor,200 E Main St,Lexington,Kentucky,40507,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,50:44.2,274,1,
17602,0,Council Meeting,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,44:17.0,199,2,,
17603,0,Council Meeting,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,44:17.0,199,3,,
17954,17948,International Affairs Advisory Commission壽猻 Cultural Affairs Committee,,00:00.0,00:00.0,,Global Lexington,1306 Versailles Road,Suite 110,Lexington,Kentucky,40504,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,03:03.7,273,0,
17987,17948,International Affairs Advisory Commission壽猻 Cultural Affairs Committee,,00:00.0,00:00.0,,Global Lexington,1306 Versailles Road,Suite 110,Lexington,Kentucky,40504,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,03:03.7,273,1,
17485,0,Environmental Quality & Public Works Committee,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,07:34.5,199,0,,
17488,0,Environmental Quality & Public Works Committee,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,07:34.5,199,1,,
17402,17144,Council Work Session,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,15:16.7,199,1,,
17177,17144,Council Work Session,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,15:16.7,199,0,,
17030,17010,Conditional Use & Administrative Appeal Application Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,54:00.2,67,1,
17018,17010,Conditional Use & Administrative Appeal Application Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,54:00.2,67,0,
16748,16740,Technical Committee Meeting,,30:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,05:21.9,67,0,
16756,16740,Technical Committee Meeting,,30:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,05:21.9,67,1,
18107,0,1:30 pm Transportation Policy Committee,,30:00.0,00:00.0,,2nd Floor Council Chambers,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,59:05.0,235,1,,
18100,0,1:30 pm Transportation Policy Committee,,30:00.0,00:00.0,,2nd Floor Council Chambers,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,59:05.0,235,0,,
17753,0,Board of Architectural Review,,00:00.0,00:00.0,,Council Chambers,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,56:49.2,50,0,,
17766,0,Board of Architectural Review,,00:00.0,00:00.0,,Council Chambers,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,56:49.2,50,1,,
16992,16972,Planning Commission Public Hearings - Zoning Items,,30:00.0,00:00.0,$0,Council Chambers,2nd Floor,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,52:10.9,67,1,
16979,16972,Planning Commission Public Hearings - Zoning Items,,30:00.0,00:00.0,$0,Council Chambers,2nd Floor,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,52:10.9,67,0,
17068,17046,Board of Adjustment Hearing,,30:00.0,00:00.0,$0,Council Chambers,2nd Floor,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,38:01.2,67,1,
17053,17046,Board of Adjustment Hearing,,30:00.0,00:00.0,$0,Council Chambers,2nd Floor,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,38:01.2,67,0,
17790,0,Rural Land Management Board Work Session & Meeting,,00:00.0,00:00.0,,3rd Floor Conference room,Phoenix Building,,,Kentucky,,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,05:12.2,273,1,
17782,0,Rural Land Management Board Work Session & Meeting,,00:00.0,00:00.0,,3rd Floor Conference room,Phoenix Building,,,Kentucky,,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,05:12.2,273,0,
17486,0,Budget,Finance & Economic Development Committee,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,08:19.7,199,0,
17487,0,Budget,Finance & Economic Development Committee,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,08:19.7,199,1,
17401,17144,Council Work Session,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,15:16.7,199,1,,
17178,17144,Council Work Session,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,15:16.7,199,0,,
17580,0,Council Meeting,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,56:30.5,199,2,,
17581,0,Council Meeting,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,56:30.5,199,3,,
17891,0,Council Meeting,,00:00.0,00:00.0,,Council Chamber,2nd floor,200 E Main St,Lexington,Kentucky,40507,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,51:04.8,274,1,
17876,0,Council Meeting,,00:00.0,00:00.0,,Council Chamber,2nd floor,200 E Main St,Lexington,Kentucky,40507,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,51:04.8,274,0,
18291,0,Corridors Commission Public Art Sub-Committee,,30:00.0,30:00.0,,CAO Conference Room,200 East Main Street,,Kentucky,,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,14:45.1,176,0,,
18292,0,Corridors Commission Public Art Sub-Committee,,30:00.0,30:00.0,,CAO Conference Room,200 East Main Street,,Kentucky,,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,14:45.1,176,1,,
16724,16714,Subdivision Plans & All Development Plans Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,*Not on regular day due to holiday,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,29:23.1,67,0,
16736,16714,Subdivision Plans & All Development Plans Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,*Not on regular day due to holiday,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,29:23.1,67,1,
16797,16789,Planning Commission - Subdivision (Sub)Committee Meeting,,30:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,36:21.7,67,0,
16836,16789,Planning Commission - Subdivision (Sub)Committee Meeting,,30:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,36:21.7,67,1,
16956,16935,Planning Commission - Zoning (Sub)Committee Meeting,,30:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,41:36.0,67,0,
16968,16935,Planning Commission - Zoning (Sub)Committee Meeting,,30:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,41:36.0,67,1,
16824,16801,Reapproval & Approval Extension Request Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,39:07.3,67,1,
16809,16801,Reapproval & Approval Extension Request Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,39:07.3,67,0,
18201,0,Stormwater Stakeholder Advisory Committee,,00:00.0,00:00.0,,Tate Building,first floor training room,125 Lisle Industrial Ave.,Ste 180,Lexington,Kentucky,,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,22:50.9,116,0
18202,0,Stormwater Stakeholder Advisory Committee,,00:00.0,00:00.0,,Tate Building,first floor training room,125 Lisle Industrial Ave.,Ste 180,Lexington,Kentucky,,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,22:50.9,116,1
16019,15892,Bicycle Pedestrian Advisory Committee Meeting (BPAC),,00:00.0,00:00.0,,Phoenix Building (7th floor conference room),101 E. Vine Street 7th Floor,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,06:11.0,235,1,,
15974,15892,Bicycle Pedestrian Advisory Committee Meeting (BPAC),,00:00.0,00:00.0,,Phoenix Building (7th floor conference room),101 E. Vine Street 7th Floor,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,06:11.0,235,0,,
16907,16897,Zoning Amendment Applications Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,*Not on regular day due to holiday,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,29:12.4,67,0,
16912,16897,Zoning Amendment Applications Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,*Not on regular day due to holiday,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,29:12.4,67,1,
18058,0,Internal Audit Board Meeting,,00:00.0,00:00.0,,10th floor conference room - UCG Center,200 E. Main Street,,Kentucky,,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,31:20.8,47,1,,
18054,0,Internal Audit Board Meeting,,00:00.0,00:00.0,,10th floor conference room - UCG Center,200 E. Main Street,,Kentucky,,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,31:20.8,47,0,,
16773,16765,Land Subdivision Regulations Waiver Request Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,25:40.7,67,0,
16785,16765,Land Subdivision Regulations Waiver Request Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,25:40.7,67,1,
16857,16849,Planning Commission Meeting - Subdivision Items,,30:00.0,00:00.0,$0,Council Chambers,2nd Floor,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,51:18.0,67,0,
16869,16849,Planning Commission Meeting - Subdivision Items,,30:00.0,00:00.0,$0,Council Chambers,2nd Floor,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,51:18.0,67,1,
17042,17034,Variances & Early Rehearing Requests Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,31:25.1,67,0,
17081,17034,Variances & Early Rehearing Requests Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,31:25.1,67,1,
18019,17931,International Affairs Advisory Commission壽猻 Education and Advocacy Committee,,30:00.0,00:00.0,,Global Lexington,1306 Versailles Road,Suite 110,Lexington,Kentucky,40504,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,00:00.1,273,1,
17937,17931,International Affairs Advisory Commission壽猻 Education and Advocacy Committee,,30:00.0,00:00.0,,Global Lexington,1306 Versailles Road,Suite 110,Lexington,Kentucky,40504,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,00:00.1,273,0,
17495,0,General Government & Social Services Committee,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,09:38.7,199,1,,
17490,0,General Government & Social Services Committee,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,09:38.7,199,0,,
17399,17144,Council Work Session,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,15:16.9,199,1,,
17180,17144,Council Work Session,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,15:16.9,199,0,,
17921,17914,Media and Communications Committee,,00:00.0,00:00.0,,Global Lex,1306 Versailles Road,Suite 110,Lexington,Kentucky,40504,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,55:22.5,273,0,
18026,17914,Media and Communications Committee,,00:00.0,00:00.0,,Global Lex,1306 Versailles Road,Suite 110,Lexington,Kentucky,40504,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,55:22.5,273,1,
14814,14750,Transportation Technical Coordination Committee,(TTCC),00:00.0,30:00.0,,Phoenix Building (7th floor conference room),101 E. Vine Street 7th Floor,Lexington,Kentucky,40507,,,0,0,1,1,0,0,0,0,1/1/1900 0:00:00,19:08.0,235,1,,
14761,14750,Transportation Technical Coordination Committee,(TTCC),00:00.0,30:00.0,,Phoenix Building (7th floor conference room),101 E. Vine Street 7th Floor,Lexington,Kentucky,40507,,,0,0,1,1,0,0,0,0,1/1/1900 0:00:00,19:08.0,235,0,,
17765,0,Board of Architectural Review,,00:00.0,00:00.0,,Council Chambers,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,57:42.2,50,1,,
17754,0,Board of Architectural Review,,00:00.0,00:00.0,,Council Chambers,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,57:42.2,50,0,,
17098,0,Corridors Commission,,00:00.0,00:00.0,,5th Floor Conference Room,200 East Main Street,Lexington,Kentucky,,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,50:55.0,176,0,,
17099,0,Corridors Commission,,00:00.0,00:00.0,,5th Floor Conference Room,200 East Main Street,Lexington,Kentucky,,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,50:55.0,176,1,,
17877,0,Council Meeting,,00:00.0,00:00.0,,Council Chamber,2nd floor,200 E Main St,Lexington,Kentucky,40507,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,51:19.2,274,0,
17892,0,Council Meeting,,00:00.0,00:00.0,,Council Chamber,2nd floor,200 E Main St,Lexington,Kentucky,40507,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,51:19.2,274,1,
17955,17948,International Affairs Advisory Commission壽猻 Cultural Affairs Committee,,00:00.0,00:00.0,,Global Lexington,1306 Versailles Road,Suite 110,Lexington,Kentucky,40504,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,03:03.7,273,0,
17986,17948,International Affairs Advisory Commission壽猻 Cultural Affairs Committee,,00:00.0,00:00.0,,Global Lexington,1306 Versailles Road,Suite 110,Lexington,Kentucky,40504,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,03:03.7,273,1,
16881,16873,All Plan Certifications for Technical Committee Review - Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,56:53.7,67,0,
16893,16873,All Plan Certifications for Technical Committee Review - Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,56:53.7,67,1,
16931,16922,ND-1 Overlay Zoning Amendment Applications Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,10:08.2,67,0,
16939,16922,ND-1 Overlay Zoning Amendment Applications Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,10:08.2,67,1,
17491,0,Environmental Quality & Public Works Committee,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,10:35.0,199,0,,
17494,0,Environmental Quality & Public Works Committee,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,10:35.0,199,1,,
17398,17144,Council Work Session,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,15:16.9,199,1,,
17181,17144,Council Work Session,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,15:16.9,199,0,,
17031,17010,Conditional Use & Administrative Appeal Application Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,49:27.9,67,1,
17019,17010,Conditional Use & Administrative Appeal Application Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,49:27.9,67,0,
17695,0,Greenspace Commission Committee Meeting,,00:00.0,00:00.0,,7th floor Phoenix Building,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,20:20.3,66,0,,
17706,0,Greenspace Commission Committee Meeting,,00:00.0,00:00.0,,7th floor Phoenix Building,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,20:20.3,66,1,,
16980,16972,Planning Commission Public Hearings - Zoning Items,,30:00.0,00:00.0,$0,Council Chambers,2nd Floor,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,52:11.0,67,0,
16993,16972,Planning Commission Public Hearings - Zoning Items,,30:00.0,00:00.0,$0,Council Chambers,2nd Floor,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,52:11.0,67,1,
18293,0,Corridors Commission Public Art Sub-Committee,,30:00.0,30:00.0,,CAO Conference Room,200 East Main Street,,Kentucky,40507,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,15:50.5,176,0,,
18294,0,Corridors Commission Public Art Sub-Committee,,30:00.0,30:00.0,,CAO Conference Room,200 East Main Street,,Kentucky,40507,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,15:50.5,176,1,,
17492,0,Budget,Finance & Economic Development Committee,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,11:24.4,199,0,
17493,0,Budget,Finance & Economic Development Committee,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,11:24.4,199,1,
17397,17144,Council Work Session,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,15:17.0,199,1,,
17182,17144,Council Work Session,,00:00.0,00:00.0,,Council Chamber,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,15:17.0,199,0,,
16755,16740,Technical Committee Meeting,,30:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,05:22.0,67,1,
16749,16740,Technical Committee Meeting,,30:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,05:22.0,67,0,
18132,0,Social Services Advisory Board,,30:00.0,00:00.0,,Phoenix Building 3rd Floor Conference Room,101 E. Vine St.,Lexington,Kentucky,40504,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,24:55.2,273,0,,
18134,0,Social Services Advisory Board,,30:00.0,00:00.0,,Phoenix Building 3rd Floor Conference Room,101 E. Vine St.,Lexington,Kentucky,40504,,,0,0,0,1,0,0,0,0,1/1/1900 0:00:00,24:55.2,273,1,,
17755,0,Board of Architectural Review,,00:00.0,00:00.0,,Council Chambers,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,58:30.2,50,0,,
17764,0,Board of Architectural Review,,00:00.0,00:00.0,,Council Chambers,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,58:30.2,50,1,,
17002,0,Planning Commission Work Session,,30:00.0,00:00.0,$0,Council Chambers,2nd Floor,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,02:13.6,67,0,
17008,0,Planning Commission Work Session,,30:00.0,00:00.0,$0,Council Chambers,2nd Floor,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,02:13.6,67,1,
17893,0,Council Meeting,,00:00.0,00:00.0,,Council Chamber,2nd floor,200 E Main St,Lexington,Kentucky,40507,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,51:35.7,274,1,
17878,0,Council Meeting,,00:00.0,00:00.0,,Council Chamber,2nd floor,200 E Main St,Lexington,Kentucky,40507,,,0,0,0,0,0,0,0,0,1/1/1900 0:00:00,51:35.7,274,0,
17054,17046,Board of Adjustment Hearing,,30:00.0,00:00.0,$0,Council Chambers,2nd Floor,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,38:01.3,67,0,
17069,17046,Board of Adjustment Hearing,,30:00.0,00:00.0,$0,Council Chambers,2nd Floor,200 East Main Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,38:01.3,67,1,
16911,16897,Zoning Amendment Applications Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,23:50.3,67,1,
16908,16897,Zoning Amendment Applications Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,23:50.3,67,0,
16737,16714,Subdivision Plans & All Development Plans Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,50:00.9,67,1,
16725,16714,Subdivision Plans & All Development Plans Filing Deadline,,00:00.0,00:00.0,$0,Division of Planning Office,7th Floor,101 East Vine Street,Lexington,Kentucky,40507,,,0,0,0,1,0,1,0,0,1/1/1900 0:00:00,50:00.9,67,0,
